txnId,userId,productId,quantity,unitPrice,timestamp
t2691,u254,p9,4,129.43,1754888002732
t2692,u1550,p7,5,105.72,1754833323732
t2693,u3577,p9,1,256.88,1754981046732
t2694,u2355,p7,5,118.44,1754906209732
t2695,u1380,p6,5,262.18,1754820375732
t2696,u2354,p9,2,62.78,1754938382732
t2697,u2330,p7,4,182.93,1756410815732
t2698,u4907,p4,1,56.65,1754858414732
t2699,u329,p2,3,67.86,1755645179732
t2700,u1478,p5,4,226.29,1755296705732
t2701,u3298,p10,2,29.81,1755554240732
t2702,u132,p5,1,89.63,1755105704732
t2703,u1715,p7,1,18.56,1755375088732
t2704,u1248,p9,3,108.74,1756566791732
t2705,u4856,p1,5,97.89,1755670584732
t2706,u685,p7,4,95.82,1756322276732
t2707,u1777,p4,1,225.05,1755775521732
t2708,u1109,p4,1,190.05,1756815386732
t2709,u3819,p7,1,292.57,1757170726732
t2710,u4567,p5,2,249.28,1755852933732
t2711,u4122,p2,4,253.23,1755668514732
t2712,u961,p6,2,218.57,1754976080732
t2713,u1004,p2,3,188.05,1757028270732
t2714,u4997,p2,2,216.96,1754872204732
t2715,u4038,p1,5,273.78,1755419777732
t2716,u4601,p10,3,244.54,1756294686732
t2717,u2311,p3,5,50.48,1756188964732
t2718,u2439,p4,4,288.18,1757086990732
t2719,u4865,p7,2,35.30,1757221323732
t2720,u2752,p1,2,166.71,1755713267732
t2721,u1953,p2,1,202.01,1755147127732
t2722,u1965,p3,5,258.36,1756180802732
t2723,u4220,p9,1,293.95,1755377116732
t2724,u3556,p6,2,60.40,1757133572732
t2725,u4924,p3,1,281.45,1754962169732
t2726,u484,p9,1,283.25,1755095415732
t2727,u3278,p3,4,27.15,1755419552732
t2728,u2149,p6,3,171.76,1756495076732
t2729,u3727,p2,4,236.99,1756577166732
t2730,u399,p7,5,51.75,1755683041732
t2731,u1448,p2,2,109.63,1755893289732
t2732,u2617,p7,5,189.11,1754743824732
t2733,u2083,p8,5,42.85,1757135406732
t2734,u2620,p8,3,254.27,1757016658732
t2735,u1535,p9,2,36.06,1756387114732
t2736,u4830,p4,5,179.21,1756377159732
t2737,u111,p8,2,25.71,1755402453732
t2738,u2256,p9,4,92.54,1756397252732
t2739,u3715,p2,5,299.21,1756620500732
t2740,u830,p2,2,19.34,1755487445732
t2741,u4740,p1,2,29.39,1754837198732
t2742,u2328,p10,4,253.57,1756047056732
t2743,u3132,p8,3,104.64,1755376651732
t2744,u3112,p6,3,62.10,1755898542732
t2745,u4740,p2,3,171.20,1755659349732
t2746,u15,p8,5,222.45,1756101631732
t2747,u4484,p6,1,209.69,1755835907732
t2748,u4552,p8,1,245.32,1756786292732
t2749,u4373,p3,5,201.67,1755039660732
t2750,u4534,p5,2,86.85,1756667134732
t2751,u272,p7,1,273.24,1754946361732
t2752,u3172,p10,5,227.31,1756630872732
t2753,u2227,p4,3,244.18,1755911291732
t2754,u3083,p10,1,134.59,1755810986732
t2755,u681,p5,2,291.35,1756829389732
t2756,u4834,p8,5,298.90,1755950811732
t2757,u1378,p9,3,82.35,1756891809732
t2758,u2418,p5,4,192.35,1754898440732
t2759,u560,p7,5,247.58,1755546175732
t2760,u3347,p6,5,92.56,1755427442732
t2761,u4866,p1,1,161.04,1755336539732
t2762,u73,p3,5,160.88,1756100118732
t2763,u2878,p10,3,219.49,1756681603732
t2764,u2086,p6,5,191.08,1754803975732
t2765,u4565,p7,1,255.94,1755269069732
t2766,u52,p5,1,153.13,1756615801732
t2767,u337,p7,4,289.36,1756152960732
t2768,u1756,p9,2,290.87,1755855449732
t2769,u4851,p7,2,283.94,1757010414732
t2770,u1764,p4,2,38.80,1756568853732
t2771,u4938,p6,4,160.68,1756739561732
t2772,u3379,p1,2,10.80,1756675650732
t2773,u3166,p3,1,290.97,1755187155732
t2774,u2269,p5,2,133.46,1755630969732
t2775,u2644,p5,2,220.59,1756095093732
t2776,u2753,p3,4,227.99,1756321237732
t2777,u1817,p2,5,198.38,1756513109732
t2778,u4,p4,3,189.48,1756665142732
t2779,u2304,p6,3,204.42,1755540091732
t2780,u3726,p8,5,47.48,1757156709732
t2781,u3946,p9,1,279.95,1756039199732
t2782,u2026,p8,5,17.14,1756257038732
t2783,u692,p3,4,231.97,1755837164732
t2784,u918,p1,3,14.45,1756598623732
t2785,u128,p9,1,273.67,1755261461732
t2786,u3729,p8,4,125.53,1757096454732
t2787,u10,p4,4,290.02,1756880555732
t2788,u3442,p1,2,85.50,1756740630732
t2789,u1143,p2,2,218.58,1754730017732
t2790,u3496,p4,2,124.98,1756556379732
t2791,u1820,p1,5,250.27,1755627337732
t2792,u4082,p3,2,141.08,1755651676732
t2793,u4239,p8,4,126.73,1755202650732
t2794,u2653,p9,4,192.06,1757003856732
t2795,u3870,p7,5,141.41,1757191454732
t2796,u3385,p4,2,180.46,1757230090732
t2797,u4860,p9,1,96.68,1756479633732
t2798,u127,p4,3,82.47,1755792610732
t2799,u2549,p7,2,264.65,1756951494732
t2800,u2549,p5,2,219.93,1757144415732
t2801,u4880,p1,5,103.23,1755963190732
t2802,u4318,p10,4,294.04,1755107932732
t2803,u1587,p5,4,296.09,1756902644732
t2804,u3417,p3,1,227.92,1755201092732
t2805,u1004,p1,3,158.17,1757078954732
t2806,u40,p4,4,287.49,1755282885732
t2807,u1909,p6,2,29.91,1755138996732
t2808,u465,p8,5,294.55,1756897386732
t2809,u3390,p9,1,226.82,1756669665732
t2810,u3314,p6,2,125.40,1756966195732
t2811,u916,p7,4,9.81,1755270399732
t2812,u1505,p2,5,150.20,1754985555732
t2813,u2035,p2,2,219.31,1756455793732
t2814,u2144,p10,1,111.99,1754783233732
t2815,u2519,p6,5,133.95,1756849080732
t2816,u4289,p4,1,53.94,1755311149732
t2817,u3228,p2,5,202.69,1756974841732
t2818,u4393,p6,4,24.98,1756853210732
t2819,u3434,p4,2,83.92,1755167496732
t2820,u3673,p9,3,68.09,1756745624732
t2821,u4070,p6,1,274.21,1756569325732
t2822,u2579,p9,2,203.14,1755166129732
t2823,u785,p5,3,144.63,1756593937732
t2824,u3918,p8,5,170.46,1755404357732
t2825,u3851,p1,3,153.40,1756734912732
t2826,u2935,p10,4,199.16,1755406738732
t2827,u4845,p8,5,32.25,1755325711732
t2828,u1390,p5,1,265.86,1756226429732
t2829,u677,p3,2,90.78,1754656878732
t2830,u1610,p4,1,49.24,1755012945732
t2831,u4751,p1,2,233.29,1755372494732
t2832,u693,p3,1,27.07,1756393598732
t2833,u426,p8,5,229.47,1756976482732
t2834,u2521,p5,5,87.66,1755830046732
t2835,u762,p3,3,100.94,1757199752732
t2836,u4572,p4,2,219.10,1756984767732
t2837,u4115,p6,5,294.31,1755640008732
t2838,u1758,p8,3,130.11,1754691831732
t2839,u4467,p3,1,60.22,1756596506732
t2840,u2915,p6,2,295.83,1756086545732
t2841,u4974,p1,1,227.50,1755384878732
t2842,u2212,p2,5,77.90,1757042684732
t2843,u2493,p1,2,137.02,1755728545732
t2844,u171,p8,3,91.90,1755916708732
t2845,u907,p8,1,233.76,1754823062732
t2846,u651,p3,5,146.64,1756597659732
t2847,u4167,p10,1,96.32,1755823730732
t2848,u1002,p6,5,197.36,1754766310732
t2849,u3427,p8,5,31.75,1757086426732
t2850,u4881,p6,5,127.50,1756741546732
t2851,u519,p8,2,114.79,1755711865732
t2852,u3756,p2,2,248.04,1756429637732
t2853,u116,p9,4,220.23,1755088505732
t2854,u3447,p8,1,284.12,1756463440732
t2855,u4256,p3,2,229.13,1757214955732
t2856,u3393,p6,2,286.16,1756513746732
t2857,u1824,p4,1,83.41,1756485569732
t2858,u2380,p8,2,55.12,1756955106732
t2859,u335,p3,4,96.32,1757153640732
t2860,u2537,p3,4,109.13,1756910789732
t2861,u404,p2,3,32.27,1756195160732
t2862,u4633,p1,4,130.73,1755393929732
t2863,u3844,p8,3,248.29,1755777134732
t2864,u4665,p4,5,186.45,1755363546732
t2865,u101,p3,2,220.77,1755206694732
t2866,u4264,p3,1,162.39,1756949981732
t2867,u3403,p1,1,140.95,1756509499732
t2868,u48,p2,4,113.82,1755777687732
t2869,u2623,p6,4,105.63,1756716703732
t2870,u4491,p2,4,70.90,1756084820732
t2871,u1219,p10,1,303.45,1754851837732
t2872,u2403,p3,1,250.51,1754958702732
t2873,u1543,p3,2,205.17,1756345200732
t2874,u4502,p8,5,94.77,1756178067732
t2875,u270,p3,3,208.39,1754786678732
t2876,u4425,p2,4,221.06,1754935228732
t2877,u3831,p7,2,202.79,1756904322732
t2878,u3009,p5,5,296.19,1756161697732
t2879,u208,p8,1,94.34,1754915053732
t2880,u3124,p3,5,53.59,1755912110732
t2881,u137,p3,2,96.74,1757079149732
t2882,u4484,p6,5,77.57,1756607481732
t2883,u2803,p9,1,74.70,1756503185732
t2884,u3285,p4,3,99.05,1755036161732
t2885,u3348,p3,2,23.56,1755746873732
t2886,u3855,p9,4,41.85,1757162364732
t2887,u1615,p9,3,254.75,1757073196732
t2888,u3586,p7,3,7.06,1757089191732
t2889,u2515,p1,3,204.46,1756866704732
t2890,u1230,p9,1,223.56,1754988354732
t2891,u4519,p3,5,29.36,1756216893732
t2892,u1510,p1,3,140.45,1755822661732
t2893,u572,p10,5,146.88,1754651715732
t2894,u4615,p8,5,257.29,1755805518732
t2895,u3062,p8,4,217.73,1755364986732
t2896,u3900,p1,3,43.17,1756576662732
t2897,u3798,p5,3,14.42,1756183349732
t2898,u3953,p7,2,235.61,1755646750732
t2899,u1882,p5,1,52.91,1756423583732
t2900,u1641,p3,3,141.43,1755335600732
t2901,u1683,p10,4,156.70,1755916709732
t2902,u1066,p1,2,191.39,1755249696732
t2903,u2775,p7,5,284.14,1755273905732
t2904,u2398,p10,5,47.57,1756157988732
t2905,u1100,p1,4,164.97,1756272602732
t2906,u884,p6,2,291.90,1756955390732
t2907,u373,p10,3,245.43,1755069841732
t2908,u4319,p10,2,92.94,1756585981732
t2909,u3867,p2,4,102.42,1756091945732
t2910,u1347,p3,2,11.98,1755586263732
t2911,u3396,p8,4,57.57,1755283966732
t2912,u3427,p8,2,131.59,1755091880732
t2913,u2026,p4,1,105.65,1755029605732
t2914,u1566,p1,1,107.36,1756341837732
t2915,u2187,p4,2,44.89,1755540454732
t2916,u3713,p1,1,71.25,1756611761732
t2917,u371,p8,5,280.69,1755443873732
t2918,u2057,p5,5,253.54,1757181304732
t2919,u1865,p3,2,46.97,1755608103732
t2920,u3986,p3,2,147.02,1755603304732
t2921,u1336,p10,3,123.65,1756388962732
t2922,u2483,p4,5,253.50,1757170871732
t2923,u514,p4,3,222.50,1754642084732
t2924,u1664,p8,4,62.17,1755679073732
t2925,u1466,p5,1,89.92,1756549412732
t2926,u2314,p3,3,186.82,1756206949732
t2927,u1444,p8,5,64.47,1755793605732
t2928,u2435,p7,1,260.65,1755744983732
t2929,u2007,p10,2,189.32,1754665539732
t2930,u1816,p10,2,241.97,1756335718732
t2931,u482,p10,1,55.20,1757088073732
t2932,u4267,p9,3,264.98,1757060591732
t2933,u4939,p10,4,214.19,1755473485732
t2934,u3448,p2,3,73.92,1756972189732
t2935,u2918,p4,3,41.96,1756388488732
t2936,u2776,p4,2,117.23,1756372184732
t2937,u2337,p1,3,60.63,1755583648732
t2938,u2586,p4,5,269.92,1756170815732
t2939,u2292,p10,3,209.58,1756624648732
t2940,u3185,p6,2,129.88,1757051085732
t2941,u426,p3,4,59.75,1756334208732
t2942,u3144,p6,5,161.46,1756368640732
t2943,u3289,p2,3,140.11,1756768632732
t2944,u924,p9,5,105.70,1754673401732
t2945,u1571,p3,2,154.59,1755807095732
t2946,u323,p4,2,12.59,1756449577732
t2947,u347,p2,2,19.04,1756916747732
t2948,u2339,p5,1,228.13,1754969656732
t2949,u2412,p7,3,278.46,1755567910732
t2950,u566,p10,1,184.11,1756422537732
t2951,u338,p9,5,169.71,1757033008732
t2952,u3231,p9,3,238.54,1755275192732
t2953,u2620,p7,2,178.51,1755556715732
t2954,u2790,p8,5,149.46,1756507462732
t2955,u1717,p10,4,168.56,1755422128732
t2956,u3717,p6,2,264.80,1756397437732
t2957,u1345,p3,2,137.14,1755554029732
t2958,u3299,p6,2,213.36,1754702225732
t2959,u4783,p7,3,42.83,1756959011732
t2960,u409,p9,4,15.30,1756671169732
t2961,u2725,p5,5,78.40,1756136710732
t2962,u2591,p2,5,304.91,1756004151732
t2963,u184,p10,4,294.76,1755071693732
t2964,u1474,p10,5,149.66,1755305271732
t2965,u196,p10,2,227.59,1756001291732
t2966,u4081,p6,4,31.05,1755901714732
t2967,u4977,p10,3,120.96,1756139480732
t2968,u3627,p10,1,253.61,1755028781732
t2969,u1433,p1,5,160.36,1755305464732
t2970,u277,p7,1,111.27,1755811932732
t2971,u2400,p1,1,36.05,1756133870732
t2972,u211,p6,4,283.41,1754824335732
t2973,u3000,p3,2,247.16,1755229561732
t2974,u1522,p4,3,216.96,1755543265732
t2975,u570,p4,5,175.52,1756762415732
t2976,u2003,p1,5,280.13,1755192516732
t2977,u4926,p5,3,87.48,1755398486732
t2978,u3712,p5,4,277.09,1756745489732
t2979,u3430,p9,4,121.62,1755859859732
t2980,u3953,p10,3,304.85,1756485754732
t2981,u3308,p4,4,134.64,1756684346732
t2982,u2933,p8,4,158.96,1754926322732
t2983,u654,p5,1,211.83,1756842140732
t2984,u3429,p1,2,70.93,1756495164732
t2985,u1121,p2,1,208.71,1754787294732
t2986,u211,p1,4,268.64,1755022321732
t2987,u1082,p1,4,122.45,1755055476732
t2988,u3983,p4,1,229.75,1755753726732
t2989,u1110,p6,5,129.23,1756488340732
t2990,u1401,p6,5,102.45,1757182359732
t2991,u2749,p8,1,133.61,1755168616732
t2992,u666,p7,1,208.25,1756268664732
t2993,u316,p3,1,229.49,1755985712732
t2994,u11,p5,1,49.50,1755087894732
t2995,u4168,p3,5,252.73,1755124671732
t2996,u2410,p8,2,140.29,1755400812732
t2997,u1018,p7,2,148.38,1755014995732
t2998,u2152,p4,2,299.97,1754837952732
t2999,u2974,p5,3,60.15,1755944949732
t3000,u2549,p1,4,67.75,1756473545732
t3001,u106,p8,4,242.18,1755356436732
t3002,u2839,p4,1,262.77,1755641687732
t3003,u4485,p10,5,105.48,1755806294732
t3004,u4897,p5,4,34.95,1756893863732
t3005,u4419,p10,5,182.80,1756688394732
t3006,u3606,p5,4,218.91,1754722877732
t3007,u4195,p7,2,294.82,1756496376732
t3008,u4266,p3,5,132.18,1756613167732
t3009,u960,p8,2,300.97,1757176504732
t3010,u1255,p9,5,45.34,1756305544732
t3011,u4674,p6,4,295.87,1754873363732
t3012,u2606,p8,5,173.34,1755775067732
t3013,u78,p1,2,287.45,1755131219732
t3014,u3976,p5,5,247.46,1755699191732
t3015,u3634,p2,3,164.56,1756328894732
t3016,u1519,p5,5,229.41,1755948952732
t3017,u748,p5,2,176.82,1756450800732
t3018,u4030,p4,3,250.48,1756666813732
t3019,u4221,p1,5,113.84,1756625413732
t3020,u1955,p1,3,65.23,1756127302732
t3021,u285,p1,2,181.22,1756664587732
t3022,u2926,p4,3,65.53,1756190778732
t3023,u2081,p1,2,279.97,1755886697732
t3024,u4035,p6,5,209.30,1757145887732
t3025,u73,p6,5,271.17,1756002421732
t3026,u657,p2,2,220.18,1755779463732
t3027,u2494,p10,4,299.58,1755359410732
t3028,u3830,p9,5,130.41,1755167091732
t3029,u544,p4,5,24.97,1756605081732
t3030,u3770,p1,3,112.58,1756152302732
t3031,u3384,p7,3,210.79,1756500529732
t3032,u906,p6,3,251.30,1755940686732
t3033,u4559,p9,4,120.02,1754752296732
t3034,u3654,p7,4,117.64,1755432501732
t3035,u4006,p1,5,301.67,1755484501732
t3036,u1695,p5,4,238.36,1756521081732
t3037,u1396,p4,5,35.94,1756768806732
t3038,u2391,p9,1,213.95,1756833752732
t3039,u1545,p5,2,86.12,1756184742732
t3040,u4215,p4,3,96.45,1755346268732
t3041,u4253,p10,1,172.07,1755895374732
t3042,u3022,p1,4,165.76,1755490836732
t3043,u3521,p10,4,52.80,1754980639732
t3044,u757,p1,4,86.73,1755738816732
t3045,u4119,p9,2,189.96,1756304355732
t3046,u1267,p9,4,139.86,1756625885732
t3047,u3761,p6,5,164.55,1754840810732
t3048,u3825,p10,5,160.88,1755873647732
t3049,u578,p7,2,75.71,1754871252732
t3050,u2108,p4,2,26.36,1755727023732
t3051,u844,p9,1,81.93,1755916407732
t3052,u3245,p3,2,17.94,1754891195732
t3053,u1145,p10,1,117.58,1756434248732
t3054,u2015,p8,2,6.17,1756048191732
t3055,u4591,p6,4,15.70,1757199609732
t3056,u4295,p2,3,97.88,1755540187732
t3057,u3382,p3,4,282.07,1755582346732
t3058,u4956,p6,4,108.87,1756220687732
t3059,u4798,p7,3,293.88,1755568444732
t3060,u2748,p5,3,173.50,1755615022732
t3061,u1643,p10,1,296.23,1756796753732
t3062,u170,p4,2,138.49,1755766237732
t3063,u1659,p6,2,240.88,1755230690732
t3064,u4389,p10,5,69.60,1756647776732
t3065,u3516,p3,3,256.23,1756890217732
t3066,u2277,p4,5,97.14,1755828730732
t3067,u4505,p4,2,44.09,1755782143732
t3068,u3696,p7,2,8.02,1755775849732
t3069,u3673,p7,1,38.55,1756394689732
t3070,u722,p3,5,55.48,1755051895732
t3071,u575,p9,5,229.46,1756383757732
t3072,u1686,p5,3,194.83,1756806768732
t3073,u4018,p7,5,149.09,1754844367732
t3074,u1312,p9,5,104.99,1756681784732
t3075,u4552,p2,4,34.72,1756002379732
t3076,u2612,p7,5,131.67,1754712971732
t3077,u3506,p5,5,53.48,1756130912732
t3078,u3732,p9,1,50.89,1755586535732
t3079,u3544,p7,5,63.78,1755684981732
t3080,u2104,p10,1,103.57,1755493990732
t3081,u389,p2,5,98.00,1755223743732
t3082,u423,p9,4,237.62,1756668105732
t3083,u1489,p5,1,38.53,1755909598732
t3084,u921,p1,3,248.87,1756557504732
t3085,u3758,p2,4,122.18,1755544894732
t3086,u1903,p2,5,269.34,1756762729732
t3087,u3420,p5,3,81.41,1756937196732
t3088,u2235,p2,3,131.40,1755508175732
t3089,u1296,p7,5,98.23,1755493667732
t3090,u3504,p4,3,186.93,1756599344732
t3091,u4051,p9,1,74.50,1755660783732
t3092,u4526,p1,3,95.68,1757197955732
t3093,u222,p6,5,259.77,1755639535732
t3094,u4021,p9,2,233.64,1756757460732
t3095,u1267,p4,5,112.52,1754869084732
t3096,u1330,p8,5,56.36,1755106981732
t3097,u4861,p8,5,120.93,1756115467732
t3098,u4568,p4,3,241.47,1757043883732
t3099,u4616,p1,2,165.57,1755975016732
t3100,u4210,p8,3,83.85,1757099228732
t3101,u2614,p1,2,8.64,1755140302732
t3102,u1491,p8,1,138.16,1755902941732
t3103,u2145,p8,5,45.15,1757180674732
t3104,u1370,p9,1,176.56,1755240846732
t3105,u761,p6,1,245.15,1755935981732
t3106,u1625,p9,2,279.88,1755222903732
t3107,u1563,p1,4,38.96,1756572715732
t3108,u1581,p9,4,261.90,1757228194732
t3109,u4564,p7,5,174.69,1756138557732
t3110,u2429,p10,3,220.73,1756123482732
t3111,u297,p6,4,10.09,1756354994732
t3112,u4135,p6,1,22.25,1756303649732
t3113,u2419,p2,3,207.16,1755710692732
t3114,u693,p7,5,158.69,1755829008732
t3115,u3017,p2,4,119.16,1756767566732
t3116,u2747,p1,3,214.87,1755491770732
t3117,u1873,p1,1,88.94,1755386337732
t3118,u1371,p9,5,206.45,1757018493732
t3119,u4627,p6,2,186.04,1756433943732
t3120,u2634,p8,1,228.40,1755850529732
t3121,u3299,p8,2,245.79,1757135859732
t3122,u3233,p2,1,285.44,1754708591732
t3123,u98,p4,1,39.60,1756592736732
t3124,u2434,p1,5,12.58,1755412309732
t3125,u1230,p7,5,177.76,1756540135732
t3126,u1871,p3,1,110.97,1755819796732
t3127,u2357,p9,4,216.44,1755612658732
t3128,u718,p3,2,13.79,1754992319732
t3129,u4062,p9,1,29.67,1756547137732
t3130,u2683,p2,1,18.40,1756186186732
t3131,u4280,p7,2,277.58,1756569764732
t3132,u3863,p10,3,295.74,1756819509732
t3133,u2574,p5,4,300.98,1756251971732
t3134,u1829,p8,5,285.80,1755846095732
t3135,u4348,p9,2,193.36,1755890008732
t3136,u1095,p1,5,95.94,1756342236732
t3137,u2391,p4,4,157.06,1757101916732
t3138,u4453,p10,2,198.55,1756538455732
t3139,u509,p7,3,47.97,1755482706732
t3140,u3293,p9,5,171.69,1757194984732
t3141,u4137,p10,5,173.97,1756917998732
t3142,u1979,p7,3,253.74,1756610170732
t3143,u10,p7,5,116.66,1756214773732
t3144,u1346,p2,3,16.54,1754780740732
t3145,u998,p8,3,279.66,1755995512732
t3146,u3161,p5,2,86.67,1755815048732
t3147,u1560,p3,4,57.58,1756100827732
t3148,u2223,p9,5,147.42,1755981067732
t3149,u1069,p7,2,62.39,1756080933732
t3150,u1567,p5,2,25.54,1754922558732
t3151,u280,p1,5,248.27,1755464781732
t3152,u337,p7,5,88.20,1755610355732
t3153,u3124,p1,2,290.79,1756216751732
t3154,u251,p4,1,242.43,1756048976732
t3155,u2903,p3,1,104.94,1755246883732
t3156,u1010,p8,2,26.75,1757044104732
t3157,u3758,p8,1,23.56,1754823342732
t3158,u3340,p6,5,299.63,1755842531732
t3159,u772,p3,4,58.27,1757097208732
t3160,u3372,p10,4,68.38,1756952659732
t3161,u1611,p3,4,215.96,1756657728732
t3162,u4051,p9,4,80.21,1755472092732
t3163,u460,p10,1,303.89,1755318726732
t3164,u4117,p2,3,133.02,1756920536732
t3165,u2678,p10,3,95.50,1756612627732
t3166,u2045,p9,3,264.20,1757182480732
t3167,u4434,p9,1,33.25,1755470051732
t3168,u4761,p2,5,166.23,1756747388732
t3169,u361,p6,2,49.85,1756226513732
t3170,u1889,p7,5,32.03,1756114522732
t3171,u2195,p5,1,174.71,1755191382732
t3172,u4209,p10,1,81.65,1754951746732
t3173,u180,p5,3,281.27,1756878823732
t3174,u649,p9,2,145.52,1756829321732
t3175,u4574,p5,3,273.02,1755042195732
t3176,u2334,p7,4,47.63,1756747634732
t3177,u1116,p5,5,282.73,1754928559732
t3178,u1239,p2,3,96.88,1754724150732
t3179,u297,p5,1,291.21,1757158552732
t3180,u3769,p8,5,288.07,1755164953732
t3181,u3703,p5,3,32.85,1756917758732
t3182,u1790,p7,2,131.08,1756038256732
t3183,u807,p10,2,189.34,1755636067732
t3184,u2363,p9,1,114.40,1756825194732
t3185,u581,p5,4,29.36,1755225866732
t3186,u3883,p9,3,92.40,1756463703732
t3187,u1926,p1,1,96.96,1756096460732
t3188,u3467,p2,4,235.16,1756721665732
t3189,u595,p7,5,208.82,1756362422732
t3190,u2399,p10,4,81.22,1756411013732
t3191,u341,p9,1,65.17,1756929986732
t3192,u1065,p10,5,121.00,1754937093732
t3193,u2784,p10,2,38.19,1755767099732
t3194,u1026,p3,5,54.26,1756084837732
t3195,u986,p7,2,261.74,1755571940732
t3196,u1430,p1,4,24.31,1755528490732
t3197,u2177,p10,4,216.03,1755859251732
t3198,u3679,p8,1,138.41,1756829285732
t3199,u2081,p4,3,61.30,1757225592732
t3200,u3646,p1,1,207.14,1755928466732
t3201,u249,p4,5,85.48,1757203968732
t3202,u4647,p4,2,289.11,1755996678732
t3203,u585,p10,3,31.37,1755174857732
t3204,u243,p4,4,48.32,1757059474732
t3205,u2649,p9,3,162.25,1755178908732
t3206,u1084,p4,5,152.74,1755736014732
t3207,u1914,p5,3,73.01,1755999711732
t3208,u1934,p9,4,265.06,1755860304732
t3209,u143,p9,2,136.26,1756316604732
t3210,u3619,p10,3,41.90,1755110940732
t3211,u2402,p9,2,114.10,1756103835732
t3212,u1581,p8,3,284.13,1756712007732
t3213,u1523,p7,1,251.64,1756768352732
t3214,u2821,p9,4,246.08,1757156568732
t3215,u2621,p4,2,259.68,1756095788732
t3216,u2756,p1,2,103.79,1756079529732
t3217,u3276,p1,3,285.91,1756128441732
t3218,u211,p2,3,268.73,1756199432732
t3219,u2506,p6,3,65.26,1754750959732
t3220,u3849,p4,5,238.29,1754943394732
t3221,u3232,p10,1,145.47,1756785781732
t3222,u3509,p6,2,40.64,1755061053732
t3223,u1738,p9,4,137.07,1755097509732
t3224,u1912,p6,1,299.74,1755238520732
t3225,u1009,p10,5,6.29,1754732391732
t3226,u2366,p2,4,160.86,1756336105732
t3227,u3308,p9,5,37.27,1755208464732
t3228,u4063,p1,1,32.37,1755534477732
t3229,u812,p8,4,215.85,1755464085732
t3230,u1358,p10,1,257.90,1756297618732
t3231,u4437,p1,4,137.19,1755193834732
t3232,u2639,p8,2,292.49,1756092484732
t3233,u4685,p8,1,93.41,1755421852732
t3234,u133,p6,1,74.72,1755876317732
t3235,u451,p1,2,86.37,1756410176732
t3236,u3704,p10,5,267.08,1755620542732
t3237,u4877,p10,4,197.04,1756094081732
t3238,u919,p2,1,91.31,1756401802732
t3239,u1777,p1,3,12.33,1756989230732
t3240,u911,p5,4,6.05,1755669122732
t3241,u93,p9,4,57.22,1754900948732
t3242,u2161,p5,5,132.66,1755560511732
t3243,u437,p5,3,274.69,1755496950732
t3244,u1406,p4,5,267.05,1755205113732
t3245,u4668,p3,1,150.75,1756608575732
t3246,u560,p7,5,259.74,1756921914732
t3247,u413,p3,1,156.01,1755200124732
t3248,u4953,p5,4,160.10,1756615638732
t3249,u1091,p5,5,108.79,1754926192732
t3250,u3049,p3,4,105.49,1755560679732
t3251,u3784,p1,5,304.81,1756501023732
t3252,u4168,p2,1,124.30,1757217617732
t3253,u2802,p6,2,193.12,1756007006732
t3254,u2673,p9,4,304.91,1754780239732
t3255,u2993,p1,1,75.31,1756214772732
t3256,u2893,p9,2,135.05,1756561489732
t3257,u3834,p6,2,63.87,1755247608732
t3258,u1194,p3,2,247.88,1756325228732
t3259,u2991,p7,5,211.72,1755704159732
t3260,u4124,p6,5,277.39,1755905127732
t3261,u2754,p3,2,5.43,1754994990732
t3262,u2295,p9,4,100.18,1756211801732
t3263,u2632,p6,2,78.90,1754934285732
t3264,u3506,p4,5,250.54,1755644852732
t3265,u2055,p5,5,177.24,1756402522732
t3266,u1046,p2,1,47.42,1756080229732
t3267,u3349,p3,2,10.78,1757028175732
t3268,u4828,p8,3,290.96,1756451753732
t3269,u4020,p4,4,205.12,1755564298732
t3270,u1464,p2,1,188.34,1755535620732
t3271,u3607,p9,3,151.00,1756685523732
t3272,u2420,p2,4,184.80,1755902379732
t3273,u4265,p2,4,281.27,1755107882732
t3274,u622,p4,2,166.92,1755438499732
t3275,u3887,p4,4,194.17,1755439038732
t3276,u1402,p4,3,62.01,1756526228732
t3277,u2399,p1,5,301.61,1756814736732
t3278,u1394,p10,1,15.36,1756254041732
t3279,u3779,p9,5,175.23,1756128295732
t3280,u1757,p8,1,71.23,1756378131732
t3281,u4208,p6,4,168.92,1755411938732
t3282,u1296,p8,3,56.01,1756116344732
t3283,u108,p9,1,192.55,1755022321732
t3284,u4948,p1,3,124.78,1754898418732
t3285,u2284,p2,3,300.37,1755421412732
t3286,u520,p7,5,101.60,1756412928732
t3287,u2789,p8,1,289.88,1757006852732
t3288,u1349,p3,4,57.65,1755423540732
t3289,u3039,p4,3,56.11,1754716705732
t3290,u4378,p7,2,291.60,1755249138732
t3291,u3215,p5,3,60.65,1756939493732
t3292,u81,p4,3,216.27,1754660635732
t3293,u1904,p6,4,201.08,1755222515732
t3294,u1598,p1,1,259.32,1755196032732
t3295,u4824,p3,5,31.34,1756476086732
t3296,u906,p9,1,153.39,1755154951732
t3297,u1205,p3,2,53.18,1755656942732
t3298,u437,p4,1,59.55,1755838240732
t3299,u2930,p5,4,56.87,1755201417732
t3300,u2034,p5,4,157.72,1756915255732
t3301,u1865,p1,5,23.97,1756314539732
t3302,u3969,p10,1,12.33,1755784317732
t3303,u1304,p6,1,160.43,1755468834732
